gta06_hhld,income,total,Mode
5059,3,48,Walk
5059,4,111,Walk
5059,6,156,Walk
5059,7,37,Walk
5060,7,40,Walk
5061,7,47,Walk
5065,6,119,Walk
5066,4,301,Walk
5066,5,382,Walk
5066,6,351,Walk
5066,7,73,Walk
5067,4,96,Walk
5067,6,39,Walk
5068,6,313,Walk
5068,7,48,Walk
5069,2,151,Walk
5069,3,111,Walk
5073,4,291,Walk
5074,1,49,Walk
5074,4,176,Walk
5074,5,201,Walk
5075,3,29,Walk
5075,6,55,Walk
5076,4,119,Walk
5076,5,93,Walk
5078,6,17,Walk
5079,7,43,Walk
5080,3,111,Walk
5080,4,85,Walk
5080,7,17,Walk
5081,6,67,Walk
5081,7,105,Walk
5082,3,145,Walk
5082,6,38,Walk
5084,1,19,Walk
5084,3,383,Walk
5084,4,99,Walk
5084,5,131,Walk
5084,6,97,Walk
5086,3,26,Walk
5086,4,70,Walk
5086,5,21,Walk
5086,7,125,Walk
5087,5,56,Walk
5087,7,79,Walk
5089,3,83,Walk
5089,4,121,Walk
5090,4,20,Walk
5090,6,165,Walk
5091,3,115,Walk
5091,7,52,Walk
5092,1,24,Walk
5092,3,57,Walk
5092,4,447,Walk
5092,7,102,Walk
5093,2,25,Walk
5093,5,77,Walk
5093,6,67,Walk
5094,6,74,Walk
5094,7,177,Walk
5095,1,31,Walk
5095,2,66,Walk
5095,3,31,Walk
5096,4,78,Walk
5096,5,87,Walk
5097,1,297,Walk
5098,1,739,Walk
5098,4,71,Walk
5098,5,97,Walk
5098,7,199,Walk
5099,2,153,Walk
5102,2,25,Walk
5102,4,105,Walk
5104,1,176,Walk
5104,2,122,Walk
5104,4,141,Walk
5104,5,111,Walk
5104,6,27,Walk
5105,7,50,Walk
5106,3,102,Walk
5106,7,32,Walk
5107,2,21,Walk
5107,4,270,Walk
5109,4,47,Walk
5109,6,136,Walk
5109,7,56,Walk
5110,5,110,Walk
5110,7,18,Walk
5111,2,220,Walk
5111,3,147,Walk
5111,4,97,Walk
5111,7,34,Walk
5113,2,36,Walk
5113,5,436,Walk
5114,4,57,Walk
5114,6,341,Walk
5115,3,79,Walk
5115,4,97,Walk
5116,7,82,Walk
5118,2,100,Walk
5118,3,304,Walk
5118,7,105,Walk
5120,1,72,Walk
5121,6,239,Walk
5122,2,84,Walk
5122,3,77,Walk
5123,2,121,Walk
5123,3,113,Walk
5123,7,357,Walk
5125,7,131,Walk
5126,4,97,Walk
5127,2,351,Walk
5129,4,89,Walk
5129,5,62,Walk
5129,6,38,Walk
5130,3,53,Walk
5130,4,230,Walk
5131,1,57,Walk
5131,2,138,Walk
5131,3,77,Walk
5132,2,61,Walk
5132,4,33,Walk
5132,5,60,Walk
5132,6,66,Walk
5132,7,495,Walk
5133,2,21,Walk
5133,4,105,Walk
5133,7,42,Walk
5135,4,392,Walk
5135,6,103,Walk
5135,7,207,Walk
5137,6,84,Walk
5137,7,49,Walk
5139,1,75,Walk
5139,2,16,Walk
5139,3,136,Walk
5139,4,134,Walk
5139,5,227,Walk
5140,2,53,Walk
5140,4,201,Walk
5140,5,93,Walk
5140,6,107,Walk
5141,4,46,Walk
5141,6,176,Walk
5143,2,67,Walk
5143,4,150,Walk
5144,1,94,Walk
5144,3,229,Walk
5144,4,110,Walk
5144,6,44,Walk
5144,7,633,Walk
5148,2,123,Walk
5148,7,108,Walk
5149,1,44,Walk
5149,3,203,Walk
5150,2,369,Walk
5150,3,14,Walk
5150,4,22,Walk
5150,5,155,Walk
5151,3,197,Walk
5151,7,65,Walk
5154,2,114,Walk
5154,4,179,Walk
5154,5,31,Walk
5155,1,129,Walk
5155,2,198,Walk
5155,3,178,Walk
5155,4,160,Walk
5155,5,151,Walk
5156,2,46,Walk
5157,2,206,Walk
5157,3,157,Walk
5157,4,82,Walk
5157,5,166,Walk
5158,2,391,Walk
5158,3,340,Walk
5158,4,69,Walk
5158,6,1326,Walk
5158,7,167,Walk
5159,2,50,Walk
5159,3,60,Walk
5159,4,53,Walk
5159,5,103,Walk
5159,7,158,Walk
5161,3,786,Walk
5161,4,455,Walk
5161,7,110,Walk
5162,7,107,Walk
5163,1,27,Walk
5163,4,220,Walk
5163,6,62,Walk
5163,7,54,Walk
5164,1,168,Walk
5164,2,746,Walk
5164,3,260,Walk
5164,4,362,Walk
5164,6,202,Walk
5164,7,265,Walk
5165,3,43,Walk
5165,7,80,Walk
5166,1,136,Walk
5166,2,200,Walk
5166,3,334,Walk
5166,4,71,Walk
5166,7,99,Walk
5167,2,29,Walk
5167,3,94,Walk
5167,4,386,Walk
5167,6,50,Walk
5167,7,145,Walk
5168,2,272,Walk
5168,3,106,Walk
5168,4,141,Walk
5168,5,156,Walk
5170,1,290,Walk
5170,2,149,Walk
5170,7,742,Walk
5171,2,82,Walk
5171,3,82,Walk
5171,5,239,Walk
5171,7,274,Walk
5172,1,199,Walk
5172,2,85,Walk
5172,3,83,Walk
5172,4,355,Walk
5172,5,100,Walk
5173,2,68,Walk
5174,2,81,Walk
5174,3,502,Walk
5174,4,89,Walk
5174,5,47,Walk
5174,6,154,Walk
5175,1,220,Walk
5175,2,501,Walk
5175,3,224,Walk
5175,4,450,Walk
5175,5,61,Walk
5175,6,75,Walk
5176,3,158,Walk
5176,7,256,Walk
5177,5,29,Walk
5179,1,56,Walk
5179,2,309,Walk
5179,3,37,Walk
5179,4,110,Walk
5179,5,116,Walk
5179,7,36,Walk
5180,4,94,Walk
5180,5,115,Walk
5181,1,37,Walk
5181,2,709,Walk
5181,3,441,Walk
5181,7,188,Walk
5182,1,49,Walk
5183,2,220,Walk
5186,1,115,Walk
5186,2,117,Walk
5186,3,90,Walk
5186,4,31,Walk
5186,5,587,Walk
5186,6,152,Walk
5187,1,98,Walk
5187,2,464,Walk
5187,4,393,Walk
5187,5,52,Walk
5187,6,62,Walk
5187,7,35,Walk
5188,3,66,Walk
5191,2,26,Walk
5191,6,72,Walk
5192,3,26,Walk
5192,4,152,Walk
5192,7,102,Walk
5194,3,86,Walk
5194,7,169,Walk
5195,1,24,Walk
5195,2,47,Walk
5195,4,358,Walk
5196,3,463,Walk
5196,4,141,Walk
5196,5,102,Walk
5196,6,163,Walk
5196,7,336,Walk
5197,2,30,Walk
5198,1,128,Walk
5198,2,223,Walk
5198,6,91,Walk
5199,1,11,Walk
5199,2,149,Walk
5199,3,833,Walk
5199,4,176,Walk
5200,2,51,Walk
5200,3,51,Walk
5200,4,542,Walk
5200,5,36,Walk
5202,4,369,Walk
5203,1,51,Walk
5203,2,52,Walk
5203,3,450,Walk
5203,4,393,Walk
5203,5,57,Walk
5203,6,60,Walk
5203,7,76,Walk
5204,1,17,Walk
5204,2,59,Walk
5204,3,39,Walk
5204,7,55,Walk
5205,1,59,Walk
5205,3,81,Walk
5205,4,112,Walk
5205,5,26,Walk
5205,6,568,Walk
5205,7,61,Walk
5207,2,54,Walk
5207,4,153,Walk
5207,5,23,Walk
5207,6,54,Walk
5208,2,149,Walk
5208,3,84,Walk
5208,4,140,Walk
5208,5,189,Walk
5208,6,117,Walk
5208,7,57,Walk
5210,1,127,Walk
5224,4,31,Walk
5224,6,46,Walk
5229,3,275,Walk
5229,6,228,Walk
5230,5,57,Walk
5230,6,80,Walk
5230,7,86,Walk
5231,3,26,Walk
5231,4,489,Walk
5231,5,38,Walk
5231,6,107,Walk
5232,2,21,Walk
5232,3,158,Walk
5232,5,238,Walk
5232,6,257,Walk
5233,7,37,Walk
5235,4,84,Walk
5236,4,461,Walk
5237,7,32,Walk
5239,6,91,Walk
5239,7,15,Walk
5241,2,565,Walk
5241,4,185,Walk
5242,6,126,Walk
5244,7,115,Walk
5246,4,196,Walk
5246,5,232,Walk
5246,6,264,Walk
5248,7,19,Walk
5250,6,43,Walk
5252,7,27,Walk
